entry,lemma,language,lex_cat_wikidata,des_by_source_P1343,form1_representation,form1_spelling_variant,sense1_gloss_de,sense1_gloss_en,sense1_gloss_es,sense1_gloss_it
https://qichwa.wikibase.cloud/entity/L1948,ayñiy,Q5218,Q24905,Q125537856,ayniy,qu-x-Q7260479,widersprechen,to contradict; to oppose,contradecir; oponerse; rezongar; resistirse al mandato,contraddire; opporsi
https://qichwa.wikibase.cloud/entity/L1953,aypuy,Q5218,Q24905,Q125537856,aypuy,qu-x-Q7260479,verteilen,to distribute,distribuir; repartir; invitar; convidar; agasajar,distribuire; invitare; ripartire; condividere
https://qichwa.wikibase.cloud/entity/L1958,ayqichiy,Q5218,Q24905,Q125537856,ayqichiy,qu-x-Q7260479,verjagen; verscheuchen,to chase away,ahuyentar; hacer huir,fare fuggire
https://qichwa.wikibase.cloud/entity/L1965,ayquy,Q5218,Q24905,Q125537856,ayquy,qu-x-Q7260479,sich beschweren; sich beklagen,to complain; to moan; to groan,quejarse,lamentarsi
https://qichwa.wikibase.cloud/entity/L1987,aysay,Q5218,Q24905,Q125537856,aysay,qu-x-Q7260479,wiegen (auf der Waage),to weigh on the scales,pesar en la balanza; pesar,pesare; pesare con la bilancia
https://qichwa.wikibase.cloud/entity/L2858,chikiray,Q5218,Q24905,Q125537856,chikiray,qu-x-Q7260479,Tierkinder von ihrer Mutter trennen,to seperate baby animals from their mother,separar crías de su madre,svezzare
https://qichwa.wikibase.cloud/entity/L2867,chikllapuy,Q5218,Q24905,Q125537856,chikllapuy,qu-x-Q7260479,jemandem etwas auswählen,to select something for someone,escogérselo,selezionare da solo; scegliere da solo
https://qichwa.wikibase.cloud/entity/L2872,chikllichay,Q5218,Q24905,Q125537856,chikllichay,qu-x-Q7260479,verschmutzen,to dirt,ensuciar,sporcare; insudiciare; inzozzare
https://qichwa.wikibase.cloud/entity/L2902,chiltichiy,Q5218,Q24905,Q125537856,chiltichiy,qu-x-Q7260479,nass machen,to make wet,salpicar,spruzzare
https://qichwa.wikibase.cloud/entity/L3024,chinkay,Q5218,Q24905,Q125537856,chinkay,qu-x-Q7260479,verlieren,to lose,perder,perdere
https://qichwa.wikibase.cloud/entity/L3101,chiqanpi churakuy,Q5218,Q24905,Q125537856,chiqanpi churakuy,qu-x-Q7260479,sich ausrichten,to align,alinearse,allinearsi
https://qichwa.wikibase.cloud/entity/L3263,chuchichiy,Q5218,Q24905,Q125537856,chuchichiy,qu-x-Q7260479,stillen lassen,to make a woman nurse,hacer amamantar,fare allattare
https://qichwa.wikibase.cloud/entity/L3331,chukukukuy,Q5218,Q24905,Q125537856,chukukukuy,qu-x-Q7260479,schütteln,to shake,sacudir,squotere
https://qichwa.wikibase.cloud/entity/L3417,chumpiy,Q5218,Q24905,Q125537856,chumpiy,qu-x-Q7260479,einen Gürtel umbinden,to belt up someone,fajar,fasciare
https://qichwa.wikibase.cloud/entity/L3422,chunkachay,Q5218,Q24905,Q125537856,chunkachay,qu-x-Q7260479,den Zehnten zahlen,to tithe,pagar el décimo,pagare un decimo
https://qichwa.wikibase.cloud/entity/L3534,chuqarayay,Q5218,Q24905,Q125537856,chuqarayay,qu-x-Q7260479,in alle Richtungen werfen,to throw into all directions,echar en todas las direcciones,gettare in tutte le direzioni
https://qichwa.wikibase.cloud/entity/L3572,churamuy,Q5218,Q24905,Q125537856,churamuy,qu-x-Q7260479,"gehen, um etwas zu setzen",to go to set something,ir a poner algo,andare a mettere qualcosa
https://qichwa.wikibase.cloud/entity/L3590,churaysiy,Q5218,Q24905,Q125537856,churaysiy,qu-x-Q7260479,helfen zu setzen,to help to put,ayudar a poner,aiutare a mettere
https://qichwa.wikibase.cloud/entity/L4334,ch'uya-ch'uyata away,Q5218,Q24905,Q125537856,ch'uya-ch'uyata away,qu-x-Q7260479,dünnes oder lockeres Tuch weben,to weave loose or thin cloth,tejer ralo o claro,tessere leggero; [tessere un panno molto fine]
https://qichwa.wikibase.cloud/entity/L4362,ch'uymay,Q5218,Q24905,Q125537856,ch'uymay,qu-x-Q7260479,entwässern,to drain,desaguar,seccare; disidratare
https://qichwa.wikibase.cloud/entity/L4368,dakuy,Q5218,Q24905,Q125537856,dakuy,qu-x-Q7260479,den Verdienst anerkennen,to recognize one's merits,reconecer el mérito,riconoscere il merito
https://qichwa.wikibase.cloud/entity/L4383,dibuhay,Q5218,Q24905,Q125537856,dibuhay,qu-x-Q7260479,zeichnen,to draw,dibujar,disegnare
https://qichwa.wikibase.cloud/entity/L4446,dyuspagaray,Q5218,Q24905,Q125537856,dyuspagaray,qu-x-Q7260479,danken,to thank,agradecer,ringraziamento
https://qichwa.wikibase.cloud/entity/L4468,fiyakuy,Q5218,Q24905,Q125537856,fiyakuy,qu-x-Q7260479,verbürgen,to guarantee,fiar,garantire
https://qichwa.wikibase.cloud/entity/L4472,fiyistay,Q5218,Q24905,Q125537856,fiyistay,qu-x-Q7260479,feiern,to party,festejar,festeggiare
https://qichwa.wikibase.cloud/entity/L4492,futu hurquy,Q5218,Q24905,Q125537856,futu hurquy,qu-x-Q7260479,Fotos machen,to take photos,tomar fotos,fare fotografie
https://qichwa.wikibase.cloud/entity/L4577,hak'uchay,Q5218,Q24905,Q125537856,hak'uchay,qu-x-Q7260479,mit Mehl bestreuen,to flour,enharinar,infarinare
https://qichwa.wikibase.cloud/entity/L4580,hak'uy,Q5218,Q24905,Q125537856,hak'uy,qu-x-Q7260479,Getreide in einer Mühle mahlen,to grind cereals in a mill,moler cereales en molino,macinare; [fare macinare i cereali al mulino]
https://qichwa.wikibase.cloud/entity/L4621,hamk'achiy,Q5218,Q24905,Q125537856,hank'achiy,qu-x-Q7260479,Getreide rösten lassen,to make toast cereal,hacer tostar algún cereal,fare tostare un cereale
https://qichwa.wikibase.cloud/entity/L4624,hamk'amuy,Q5218,Q24905,Q125537856,hank'amuy,qu-x-Q7260479,Getreide rösten gehen,to go to toast cereal,ir a tostar algo,andare a tostare qualcosa
https://qichwa.wikibase.cloud/entity/L4626,hamk'apuy,Q5218,Q24905,Q125537856,hank'apuy,qu-x-Q7260479,jemandem Getreide rösten,to toast cereal for someone,tostárselo,tostare qualcosa a qualcuno
https://qichwa.wikibase.cloud/entity/L4635,hampikuy,Q5218,Q24905,Q125537856,hampikuy,qu-x-Q7260479,beruhigen,to calm,calmar,calmare
https://qichwa.wikibase.cloud/entity/L4680,hamuq hamuriy,Q5218,Q24905,Q125537856,hamuq hamuriy,qu-x-Q7260479,häufig besuchen,to visit frequently,visitar frecuentemente,visitare frequentemente
https://qichwa.wikibase.cloud/entity/L4688,hamuriy,Q5218,Q24905,Q125537856,hamuriy,qu-x-Q7260479,häufig besuchen,to visit frequently,visitar frecuentemente,visitare frequentemente
https://qichwa.wikibase.cloud/entity/L4694,hamuypallay,Q5218,Q24905,Q125537856,hamuypallay,qu-x-Q7260479,ableiten,to deduct,deducir,dedurre
https://qichwa.wikibase.cloud/entity/L4736,hanay,Q5218,Q24905,Q125537856,hanay,qu-x-Q7260479,mit Windeln bedecken,to cover with nappies,cubrir con pañales,coprire con pannolini
https://qichwa.wikibase.cloud/entity/L4806,hap'iqay,Q5218,Q24905,Q125537856,hapiqay,qu-x-Q7260479,verstehen,to understand,entender,capire
https://qichwa.wikibase.cloud/entity/L4807,hap'iray,Q5218,Q24905,Q125537856,hap'iray,qu-x-Q7260479,verdrehen,to twist,torcer,torcere
https://qichwa.wikibase.cloud/entity/L4812,hap'iy,Q5218,Q24905,Q125537856,hap'iy,qu-x-Q7260479,verstehen,to understand,entender,capire
https://qichwa.wikibase.cloud/entity/L4857,hark'achiy,Q5218,Q24905,Q125537856,hark'achiy,qu-x-Q7260479,aufhalten lassen,to make block,hacer retener,fare trattenere
https://qichwa.wikibase.cloud/entity/L4859,hark'amuy,Q5218,Q24905,Q125537856,hark'amuy,qu-x-Q7260479,"gehen, um etwas aufzuhalten",to go to stop,ir a retener,andare a trattenere; andare a fermare
https://qichwa.wikibase.cloud/entity/L4868,hark'apuy,Q5218,Q24905,Q125537856,hark'apuy,qu-x-Q7260479,etwas für jemanden festhalten,to stop something for someone,retenérselo,trattenere qualcosa per qualcuno
https://qichwa.wikibase.cloud/entity/L1988,aysaykachay,Q5218,Q24905,Q125537856,aysaykachay,qu-x-Q7260479,schleifen; schleppen,to drag,arrastrar,trascinare
https://qichwa.wikibase.cloud/entity/L1996,ayuy,Q5218,Q24905,Q125537856,ayuy,qu-x-Q7260479,ehebrechen; Ehebruch begehen,to commit adultery,adulterar; cometer adulterio,adulterare; commettere adulterio
https://qichwa.wikibase.cloud/entity/L2097,bulyachiy,Q5218,Q24905,Q125537856,kutichiy,qu-x-Q7260479,zurückgeben,to return; to give back,retornar,restituire; rendere
https://qichwa.wikibase.cloud/entity/L2104,bunday,Q5218,Q24905,Q125537856,bunday,qu-x-Q7260479,schälen,to peel something,mondar; pelar,mondare; pelare
https://qichwa.wikibase.cloud/entity/L2141,chakachiy,Q5218,Q24905,Q125537856,chakachiy,qu-x-Q7260479,sich verschlucken an,to choke on,atorar; atragantar; atascar,ingozzare; otturare
https://qichwa.wikibase.cloud/entity/L2297,challwa hap'iy,Q5218,Q24905,Q125537856,challwa hap'iy,qu-x-Q7260479,fischen; Fische fangen,to fish,pescar,pescare
https://qichwa.wikibase.cloud/entity/L2306,challway,Q5218,Q24905,Q125537856,challway,qu-x-Q7260479,fischen; Fische fangen,to fish,pescar,pescare
https://qichwa.wikibase.cloud/entity/L2331,chamqachiy,Q5218,Q24905,Q125537856,ch'anqachiy,qu-x-Q7260479,werfen lassen,to make throw,hacer votar; arrojar,far vomitare; vomitare
https://qichwa.wikibase.cloud/entity/L2442,chapiy,Q5218,Q24905,Q125537856,chapiy,qu-x-Q7260479,löten; schweißen,to solder; to weld,soldar,saldare
https://qichwa.wikibase.cloud/entity/L2488,chaqnaray,Q5218,Q24905,Q125537856,chaqnaray,qu-x-Q7260479,entladen; abladen,to unload; to discharge,descargar,scaricare
https://qichwa.wikibase.cloud/entity/L2495,chaqpipay,Q5218,Q24905,Q125537856,chaqpipay,qu-x-Q7260479,plötzlich erschrecken,to startle; to frighten,sobresaltar,soprassalire; trasalire
https://qichwa.wikibase.cloud/entity/L2516,chaquy,Q5218,Q24905,Q125537856,chaquy,qu-x-Q7260479,brandroden,to clear and burn a piece of land,talar y quemar una chacra; destrozar las plantas o matas de la chacra arrancándolas; talar; desmontar; talar árboles,potare; estirpare; [distruggere le piante del campo strappandole]
https://qichwa.wikibase.cloud/entity/L2601,chawkayay,Q5218,Q24905,Q125537856,ch'awkayay,qu-x-Q7260479,betrügen; irreführen; belügen,to mislead; to cheat; to deceive; to swindle; to lie at,engañar,ingannare
https://qichwa.wikibase.cloud/entity/L2616,chawpichaykuy,Q5218,Q24905,Q125537856,chawpichaykuy,qu-x-Q7260479,in die Mitte tun,to place into the middle; to place in the middle; to center,colocar al centro; colocar en el centro,collocare al centro; mettere in mezzo; centrare; mettere nel centro; collocare nel mezzo
https://qichwa.wikibase.cloud/entity/L2631,chawpinchay,Q5218,Q24905,Q125537856,chawpinchay,qu-x-Q7260479,in die Mitte tun,to place into the middle; to place in the middle; to center,colocar al centro; colocar en el centro; centrar; poner en medio,collocare al centro; mettere in mezzo; centrare; mettere nel centro; collocare nel mezzo
https://qichwa.wikibase.cloud/entity/L2676,chayachiy,Q5218,Q24905,Q125537856,chayachiy,qu-x-Q7260479,kochen,to cook,cocer; hacer cocer el alimento,fare cuocere un alimento; cuocere
https://qichwa.wikibase.cloud/entity/L2694,chayay,Q5218,Q24905,Q125537856,chayay,qu-x-Q7260479,Essen kochen,to cook one's meal,cocerse los alimentos; cocer algo en un líquido,cuocere alimenti; cuocere qualcosa in un liquido
https://qichwa.wikibase.cloud/entity/L2723,chaykapay,Q5218,Q24905,Q125537856,chaykapay,qu-x-Q7260479,plötzlich erschrecken,to startle; to frighten,sobresaltar,soprassalire; sobbalzare; stupirsi
https://qichwa.wikibase.cloud/entity/L2801,chichiy,Q5218,Q24905,Q125537856,chuchuchiy,qu-x-Q7260479,stillen,to suckle; to nurse; to give milk,dar de mamar,allattare; dare la tetta
https://qichwa.wikibase.cloud/entity/L2813,chichuyachiy,Q5218,Q24905,Q125537856,chichuyachiy,qu-x-Q7260479,schwängern,to make pregnant,hacer embarazar; poner encinta a una hembra; empreñar; embarazar,mettere incinta; fecondare; inseminare
https://qichwa.wikibase.cloud/entity/L2814,chichuyakuy,Q5218,Q24905,Q125537856,chichuyakuy,qu-x-Q7260479,empfangen (Empfängnis); geschwängert werden,to conceive (animals),concebir,concepire; [rif. ad animali]
https://qichwa.wikibase.cloud/entity/L2856,chikikuy,Q5218,Q24905,Q125537856,chikikuy,qu-x-Q7260479,beneiden,to envy,envidiar; tener envidia,invidiare
https://qichwa.wikibase.cloud/entity/L2862,chikiy,Q5218,Q24905,Q125537856,chiqniy,qu-x-Q7260479,hassen,to hate; to despise,odiar; aborrecer; despreciar,odiare; aborrire; disprezzare
https://qichwa.wikibase.cloud/entity/L7033,karuchay,Q5218,Q24905,Q125537856,karuchay,qu-x-Q7260479,wegbewegen,to move something away,mover lejos,allontanare
https://qichwa.wikibase.cloud/entity/L7077,kasachiy,Q5218,Q24905,Q125537856,kasachiy,qu-x-Q7260479,einen Schlüssel ins Schloss anpassen,to make a key fit a lock,lograr que una llave cuadre a una cerradura,far combaciare chiave con serratura
https://qichwa.wikibase.cloud/entity/L7114,kasukuy,Q5218,Q24905,Q125537856,kasukuy,qu-x-Q7260479,gehorchen,to obey,obedecer,ubbidire
https://qichwa.wikibase.cloud/entity/L7217,kawuchay,Q5218,Q24905,Q125537856,kawuchay,qu-x-Q7260479,einen Griff an einem Werkzeug befestigen,to attach a handle on a tool,poner mango a una herramienta,mettere il manico
https://qichwa.wikibase.cloud/entity/L7281,kichariy,Q5218,Q24905,Q125537856,kichariy,qu-x-Q7260479,öffnen,to open,abrir,aprire
https://qichwa.wikibase.cloud/entity/L7294,kichkay,Q5218,Q24905,Q125537856,khiskay,qu-x-Q7260479,stechen (Dorn),to sting (spine),espinar,spinare; pungere con spine
https://qichwa.wikibase.cloud/entity/L7305,kikinachiy,Q5218,Q24905,Q125537856,kikinachiy,qu-x-Q7260479,vergleichen,to compare,comparar,comparare
https://qichwa.wikibase.cloud/entity/L7410,kimray,Q5218,Q24905,Q125537856,kimray,qu-x-Q7260479,überqueren,to cross,atravesar,attraversare
https://qichwa.wikibase.cloud/entity/L7448,kimsaman patmay,Q5218,Q24905,Q125537856,kinsaman patmay,qu-x-Q7260479,dritteln,to divide into three,terciar,dividere per tre
https://qichwa.wikibase.cloud/entity/L7453,kimsanchay,Q5218,Q24905,Q125537856,kinsanchay,qu-x-Q7260479,verdreifachen,to triple,triplicar,triplicare
https://qichwa.wikibase.cloud/entity/L7516,kirmay,Q5218,Q24905,Q125537856,kirmay,qu-x-Q7260479,überqueren,to cross,atravesar,attraversare
https://qichwa.wikibase.cloud/entity/L7576,kriyiy,Q5218,Q24905,Q125537856,kriyiy,qu-x-Q7260479,glauben,to believe,creer,credere
https://qichwa.wikibase.cloud/entity/L7602,kuchu-khuchuy,Q5218,Q24905,Q125537856,kuchukhuchuy,qu-x-Q7260479,unterbrechen,to interrupt,entrecortar,interrompere
https://qichwa.wikibase.cloud/entity/L7605,kuchurapuy,Q5218,Q24905,Q125537856,kuchurapuy,qu-x-Q7260479,schneiden,to cut,cortar,tagliare
https://qichwa.wikibase.cloud/entity/L7757,kunkachay,Q5218,Q24905,Q125537856,kunkachay,qu-x-Q7260479,etwas um den Hals tun,to put something around the neck,poner algo alrededor del cuello,mettere qualcosa attorno al collo
https://qichwa.wikibase.cloud/entity/L7779,kunsihay,Q5218,Q24905,Q125537856,kunsihay,qu-x-Q7260479,beraten,to advise,aconsejar,consigliare
https://qichwa.wikibase.cloud/entity/L7780,kunsulay,Q5218,Q24905,Q125537856,kunsulay,qu-x-Q7260479,trösten,to console,consolar,consolare
https://qichwa.wikibase.cloud/entity/L7846,kurkuwallaqllay,Q5218,Q24905,Q125537856,kurkuwallaqllay,qu-x-Q7260479,weiter trinken bis zum letzten Festtag,to keep drinking until the last day of the fiesta,seguir bebiendo hasta el último día de la fiesta,continuare a bere; [fino all'ultimo giorno di festa]
https://qichwa.wikibase.cloud/entity/L7911,kusikuy,Q5218,Q24905,Q125537856,kusikuy,qu-x-Q7260479,feiern,to celebrate,celebrar,celebrare
https://qichwa.wikibase.cloud/entity/L7920,kusipayay,Q5218,Q24905,Q125537856,kusipayay,qu-x-Q7260479,feiern,to celebrate,celebrar,celebrare
https://qichwa.wikibase.cloud/entity/L7922,kusirichiy,Q5218,Q24905,Q125537856,kusirichiy,qu-x-Q7260479,erfreuen,to delight,alegrar,rallegrare
https://qichwa.wikibase.cloud/entity/L7941,kuskachariy,Q5218,Q24905,Q125537856,kuskachariy,qu-x-Q7260479,halbieren,to intersect,promediar,dividere in due
https://qichwa.wikibase.cloud/entity/L7969,kuskannay,Q5218,Q24905,Q125537856,kuskannay,qu-x-Q7260479,vom Mittelpunkt abweichend machen,to make off-centre,descentrar,decentrare
https://qichwa.wikibase.cloud/entity/L7983,kuskita yapuy,Q5218,Q24905,Q125537856,kuskita yapuy,qu-x-Q7260479,harten Boden pflügen,to plough hard soil,arar en tierra dura,arare una terra dura
https://qichwa.wikibase.cloud/entity/L8004,kutakipay,Q5218,Q24905,Q125537856,kutakipay,qu-x-Q7260479,"leicht mahlen, ohne zu quetschen",to grind slightly without squeezing,moler ligeramente sin triturar,macinare leggermente; [senza triturare]
https://qichwa.wikibase.cloud/entity/L8030,kutichikuy,Q5218,Q24905,Q125537856,kutichikuy,qu-x-Q7260479,"sich verteidigen, wenn man angegriffen wird",to defend oneself when attacked,defenderse cuando a uno le pegan,difendersi; [difendersi se si viene attaccati]
https://qichwa.wikibase.cloud/entity/L8031,kutichimuy,Q5218,Q24905,Q125537856,kutichimuy,qu-x-Q7260479,einem Menschen oder ein Tier zurückkehren lassen,to make a person or animal return,hacer que vuelva una persona o animal al lugar de partida,fare ritornare; [riferito a persona o animale in modo che ritorni da dove era venuto]
https://qichwa.wikibase.cloud/entity/L8040,kutikuy,Q5218,Q24905,Q125537856,kutikuy,qu-x-Q7260479,einen Menschen oder ein Tier verteidigen,to defend a person or animal,defender a una persona o animal,difendere un persona o animale
https://qichwa.wikibase.cloud/entity/L8181,khachuray,Q5218,Q24905,Q125537856,khachuray,qu-x-Q7260479,wiederholt Früchte kauen,to chew fruits repeatedly,morder repetidamente la fruta,mordere ripetutamente la frutta
https://qichwa.wikibase.cloud/entity/L8183,khachuykachay,Q5218,Q24905,Q125537856,khachuykachay,qu-x-Q7260479,wiederholt kauen und dabei Stücke entnehmen,to chew repeatedly taking pieces,morder repetidamente sacando pedazos,mordere staccando pezzi ripetutamente
https://qichwa.wikibase.cloud/entity/L8191,khaliy,Q5218,Q24905,Q125537856,khaliy,qu-x-Q7260479,verbreiten,to spread,extender,spargere; stendere
https://qichwa.wikibase.cloud/entity/L8212,khallway,Q5218,Q24905,Q125537856,khallway,qu-x-Q7260479,das Schiffchen mit dem Faden hindurchführen,to pass the shuttle with the thread,meter la lanzadera con el hilo,mettere la bobina con il filo
https://qichwa.wikibase.cloud/entity/L8216,khamupakuy,Q5218,Q24905,Q125537856,khamupakuy,qu-x-Q7260479,wiederkäuen,to ruminate,rumiar,ruminare
https://qichwa.wikibase.cloud/entity/L8231,khaqmay awata,Q5218,Q24905,Q125537856,khaqmay awata,qu-x-Q7260479,Gewebe verdichten,to press tissue together,apretar lo que se teje,premere ciò che si sta tessendo
https://qichwa.wikibase.cloud/entity/L8267,khatuchay,Q5218,Q24905,Q125537856,khatuchay,qu-x-Q7260479,trennen,to separate,separar,separare
https://qichwa.wikibase.cloud/entity/L8272,khayay,Q5218,Q24905,Q125537856,khayay,qu-x-Q7260479,Oca gefriertrocknen,to make dried oca,hacer chuño de la oca,fare il chuño de la oca; [zuppa di oca disidratata]
https://qichwa.wikibase.cloud/entity/L8274,khaychuykachay p'achata (p'achanwan),Q5218,Q24905,Q125537856,khaychuykachay p'achata (p'achanwan),qu-x-Q7260479,sein Kleid schleppen,to drag one's dress,arrastrar su ropa o vestido,trascinare i vestiti
https://qichwa.wikibase.cloud/entity/L8278,khichkillichiy,Q5218,Q24905,Q125537856,khiskillichiy,qu-x-Q7260479,Kitzeln verursachen,to cause tickle,causar cosquilla,solleticare; [causare il solletico]
https://qichwa.wikibase.cloud/entity/L8280,khichkilliy,Q5218,Q24905,Q125537856,khiskilliy,qu-x-Q7260479,kitzeln,to tickle,cosquillear,solleticare
https://qichwa.wikibase.cloud/entity/L8318,khistuy,Q5218,Q24905,Q125537856,khistuy,qu-x-Q7260479,beißen,to bite,mascar,morsicare; masticare
https://qichwa.wikibase.cloud/entity/L8330,khuchichay,Q5218,Q24905,Q125537856,khuchichay,qu-x-Q7260479,beschmutzen,to make dirty,ensuciar,sporcare
https://qichwa.wikibase.cloud/entity/L8374,khuskuy,Q5218,Q24905,Q125537856,khuskuy,qu-x-Q7260479,scheren,to shear,tusar,tosare
https://qichwa.wikibase.cloud/entity/L8398,khuyapapay,Q5218,Q24905,Q125537856,khuyapapay,qu-x-Q7260479,mitleidig einer anderen Person gegenüber sein,to be compassionate to another person,tener compasión para otra persona,avere compassione di qualcuno
